C_Code,SpecCode,country,Species,database,synonym,Status,Genus,Family,Order,Class,CommonName,Fresh,Brack,Saltwater
056,29,Belgium,Merlangius merlangus,fishbase,Gadus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Gadus merlangus euxinus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Gadus merlangus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangius merlangius,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangius merlangus,accepted name,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangius merlangus euxinus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangius merlangus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangus linnei,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangus merlangus euxinus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Merlangus vulgaris,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Odontogadus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Odontogadus merlangus euxinus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,29,Belgium,Merlangius merlangus,fishbase,Odontogadus merlangus merlangus,synonym,Merlangius,Gadidae,Gadiformes,Teleostei,Whiting,0,1,1
056,30,Belgium,Merluccius merluccius,fishbase,Gadus byrkelange,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Gadus merluccius,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Hidronus marlucius,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Hydronus marlucius,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius argentatus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius esculentus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius linnei,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius merluccius,accepted name,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius smiridus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merluccius vulgaris,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
